Order;families;genus;subspeciesname;distribution;latD;logD;publication;UTM corrected
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,28333;24,058;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV30
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,505903;24,006488;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV23
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;34,93333;24,93333;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU17
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,139917;25,482307;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU68
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,1884;24,774;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU99
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,171118;25,365053;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU59
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,180628;25,512969;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU69
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,3;25,58333;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LV70
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;34,95;25,1;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU27
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,1446;24,8836;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU09
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,098696;26,255948;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;MU38
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,41667;24,13333;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV32
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,33333;23,88333;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE61
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,0723;25,4487;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU58
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,296218;24,48784;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV70
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,0766;24,9922;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU18
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;34,9871;24,8657;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU07
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,130366;26,064404;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;MU18
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,2422;24,7004;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV90
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,2106;24,7568;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU99
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,1629;24,9313;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU19
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,157502;24,892427;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU09
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,163441;24,893209;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU09
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,221979;25,445896;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU59
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,218811;25,456392;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU59
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,280999;24,388902;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV60
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,1307;24,6262;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU89
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,036801;25,592738;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU77
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,0972;25,5553;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU68
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,16334;26,113717;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;MU19
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;34,98333;25,08333;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU27
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,412671;23,964043;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE62
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,3779;23,9922;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE61
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,289908;25,008126;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LV10
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,258737;24,35559;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV50
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,262293;24,334304;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV50
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,38333;24,16667;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV41
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,139728;24,910232;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU09
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,139728;24,910232;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU09
Hymenoptera;Formicidae;Monomorium;Monomorium creticum;Kriti;35,072241;26,14512;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;MU28
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,327064;23,83887;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE51
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,475573;23,93077;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE62
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,285895;24,331305;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV50
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,195236;25,18174;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU39
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,217312;24,721535;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU99
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,515111;23,981601;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE63
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,292902;24,382833;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV60
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,258702;24,571262;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV70
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,174717;25,990848;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;MU09
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,195682;24,338869;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU59
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,280999;24,388902;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV60
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,412671;23,964043;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE62
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,262293;24,334304;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV50
Hymenoptera;Formicidae;Temnothorax;Temnothorax daidalosi;Kriti;35,249609;24,678704;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV80
Hymenoptera;Formicidae;Temnothorax;Temnothorax ikarosi;Kriti;35,055934;25,478012;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU68
Hymenoptera;Formicidae;Temnothorax;Temnothorax minotaurosi;Kriti;35,327064;23,83887;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE51
Hymenoptera;Formicidae;Temnothorax;Temnothorax minotaurosi;Kriti;35,212932;24,16716;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV40
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,282364;25,16503;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE51
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,475573;23,93077;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE62
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,234364;24,39944;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV60
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,163579;25,218662;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU39
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,281075;24,4786;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV70
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,2723;24,484064;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV70
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,285895;24,331305;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV50
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,050632;26,188028;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;MU27
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,146699;26,252759;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;MU38
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,084254;25,572981;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU68
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,326467;24,50677;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV71
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,217312;24,721535;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU99
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,201865;24,476787;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU79
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,381296;24,161747;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV41
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,357945;24,255422;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV51
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,360758;24,251142;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV51
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,20767;24,607254;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU89
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,515111;23,981601;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE63
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,188691;24,568537;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU79
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,394381;23,671569;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE42
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,151742;24,455888;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU69
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,292902;24,382833;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV60
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,258702;24,571262;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV70
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,174717;25,990848;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;MU09
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,195682;24,338869;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU59
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,280999;24,388902;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV60
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,247321;25,413252;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LV50
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,214886;24,561665;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU79
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,21987;24,57144;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV70
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,412671;23,964043;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE62
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,085634;26,105302;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;MU18
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,38333;24,16667;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV41
Hymenoptera;Formicidae;Temnothorax;Temnothorax proteii;Kriti;35,139728;24,910232;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LU09
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,475573;23,93077;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE62
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,23333;24,4;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV60
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,285895;24,331305;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV50
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,326467;24,50677;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV71
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,217312;24,721535;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU99
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,20767;24,607254;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KU89
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,34245;25,15334;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;LV30
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,515111;23,981601;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE63
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,324609;24,275855;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV51
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,258702;24,571262;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV70
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,412671;23,964043;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;GE62
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,370459;24,148728;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV41
