assessmentId,internalTaxonId,scientificName,type,text,full,value,order
70625294,44698104,Rhacocleis trilobata,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
70625294,44698104,Rhacocleis trilobata,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
70625315,44698115,Rhacocleis uvarovi,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,44830971,87583891,87583955,63957748"
70625315,44698115,Rhacocleis uvarovi,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
70625315,44698115,Rhacocleis uvarovi,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
70625315,44698115,Rhacocleis uvarovi,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
70625374,44698141,Rhacocleis werneri,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,44830971,87583891,87583955,63957748"
70625374,44698141,Rhacocleis werneri,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
70625374,44698141,Rhacocleis werneri,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
70625374,44698141,Rhacocleis werneri,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
70627797,70613415,Dolichopoda calidnae,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Kati, V., Papapavlou, K., Tzirkalli, E. & Heller, K.-G.","Willemse, L.P.M., Hochkirch, A., Kati, V., Papapavlou, K., Tzirkalli, E. & Heller, K.-G.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,87583891,87583955,63957748,44830971"
70627797,70613415,Dolichopoda calidnae,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
70627797,70613415,Dolichopoda calidnae,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
70627797,70613415,Dolichopoda calidnae,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
70627846,68427564,Metaplastes ornatus,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,44830971,87583891,87583955,63957748"
70627846,68427564,Metaplastes ornatus,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
70627846,68427564,Metaplastes ornatus,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
70627846,68427564,Metaplastes ornatus,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
70627851,68468653,Saga hellenica,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,44830971,87583891,87583955,63957748"
70627851,68468653,Saga hellenica,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
70627851,68468653,Saga hellenica,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
70627851,68468653,Saga hellenica,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
70632622,15037223,Acrida ungarica,RedListAssessors,"Hochkirch, A., Chobanov, D.P., Kleukers, R., Rutschmann, F., Kristin, A., Szovenyi, G., Presa, J.J. & Willemse, L.P.M.","Hochkirch, A., Chobanov, D.P., Kleukers, R., Rutschmann, F., Kristin, A., Szovenyi, G., Presa, J.J. & Willemse, L.P.M.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Roy Kleukers (IUCN SSC Grasshopper Specialist Group)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Dragan Chobanov (IUCN SSC Grasshopper Specialist Group)|Anton Kristin|Gergely Szovenyi (IUCN SSC Grasshopper Specialist Group)|Juan José Presa (University of Murcia / IUCN European Orthoptera Assessment)|Florin Rutschmann","13179435,15430829,13985562,89234180,22618308,44831102,69782476,13985563"
70632622,15037223,Acrida ungarica,RedListEvaluators,"Odé, B. & García, M.","Odé, B. & García, M.",Baudewijn Odé (IUCN SSC Grasshopper Specialist Group)|Mariana García (IUCN Global Species Programme),"13179417,56211724"
70632622,15037223,Acrida ungarica,RedListContributors,"Kranz, M.","Kranz, M.","Marco Kranz (Trier University, Germany)",79849881
70632622,15037223,Acrida ungarica,RedListFacilitators,"","Cálix, M. & Nieto, A.",Ana Nieto (IUCN)|Marta Cálix (IUCN European Red List),"84986092,212"
70648409,68441393,Myrmecophilus myrmecophilus,RedListAssessors,"Braud, Y., Hochkirch, A., Stalling, T., Fontana, P., Roesti, C., Rutschmann, F., Monnerat, C., Presa, J.J., Zuna-Kratky, T. & Dusoulier, F.","Braud, Y., Hochkirch, A., Stalling, T., Fontana, P., Roesti, C., Rutschmann, F., Monnerat, C., Presa, J.J., Zuna-Kratky, T. & Dusoulier, F.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Paolo Fontana (IUCN SSC Grasshopper Specialist Group)|Juan José Presa (University of Murcia / IUCN European Orthoptera Assessment)|Yoan Braud (Consultant - IUCN European Orthoptera Assessment)|Thomas Zuna-Kratky (The AURING Society)|Christian Roesti|Christian Monnerat|Thomas Stalling|Florin Rutschmann|Francois Dusoulier","69782600,13179435,88479568,44830967,78291662,89234180,84425264,69782476,70190646,92742602"
70648409,68441393,Myrmecophilus myrmecophilus,RedListEvaluators,"Willemse, L.P.M. & García, M.","Willemse, L.P.M. & García, M.",Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Mariana García (IUCN Global Species Programme),"13985563,56211724"
70648409,68441393,Myrmecophilus myrmecophilus,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
70737900,16084535,Sphingonotus personatus,RedListAssessors,"Buzzetti, F.M., Hochkirch, A., Fontana, P., Massa, B., Kleukers, R. & Odé, B.","Buzzetti, F.M., Hochkirch, A., Fontana, P., Massa, B., Kleukers, R. & Odé, B.","Baudewijn Odé (IUCN SSC Grasshopper Specialist Group)|Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Roy Kleukers (IUCN SSC Grasshopper Specialist Group)|Paolo Fontana (IUCN SSC Grasshopper Specialist Group)|Filippo Maria Buzzetti (Consultant - IUCN European Orthoptera Assessment)|Bruno Massa","69782542,13179435,44830967,86227513,13985562,13179417"
70737900,16084535,Sphingonotus personatus,RedListEvaluators,"Bushell, M. & Cálix, M.","Bushell, M. & Cálix, M.","Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092"
70737900,16084535,Sphingonotus personatus,RedListContributors,"Kranz, M. & Weinberger, J.","Kranz, M. & Weinberger, J.","Jasmin Weinberger (IUCN SSC Grasshopper Specialist Group)|Marco Kranz (Trier University, Germany)","79849881,42650399"
70737900,16084535,Sphingonotus personatus,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
70741204,68486103,Uromenus elegans,RedListAssessors,"Buzzetti, F.M., Hochkirch, A., Fontana, P., Kleukers, R., Massa, B. & Odé, B.","Buzzetti, F.M., Hochkirch, A., Fontana, P., Kleukers, R., Massa, B. & Odé, B.","Baudewijn Odé (IUCN SSC Grasshopper Specialist Group)|Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Roy Kleukers (IUCN SSC Grasshopper Specialist Group)|Paolo Fontana (IUCN SSC Grasshopper Specialist Group)|Filippo Maria Buzzetti (Consultant - IUCN European Orthoptera Assessment)|Bruno Massa","69782542,13179435,44830967,13985562,86227513,13179417"
70741204,68486103,Uromenus elegans,RedListEvaluators,"Bushell, M. & Cálix, M.","Bushell, M. & Cálix, M.","Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092"
70741204,68486103,Uromenus elegans,RedListContributors,"Weinberger, J. & Kranz, M.","Weinberger, J. & Kranz, M.","Jasmin Weinberger (IUCN SSC Grasshopper Specialist Group)|Marco Kranz (Trier University, Germany)","42650399,79849881"
70741204,68486103,Uromenus elegans,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
70984770,158694,Aeshna affinis,RedListAssessors,"Kalkman, V.J. & Clausnitzer, V.","Kalkman, V.J. & Clausnitzer, V.",Vincent Kalkman (European Invertebrate Survey)|Viola Clausnitzer (IUCN SSC Dragonfly Red List Authority),"32,1099"
70984770,158694,Aeshna affinis,RedListEvaluators,"Dijkstra, K.-D.B., Suhling, F., Samways, M.J., Meziere, N.M., Boudot, J.-P. & Simaika, J.","Dijkstra, K.-D.B., Suhling, F., Samways, M.J., Meziere, N.M., Boudot, J.-P. & Simaika, J.","Frank Suhling (IUCN SSC Dragonfly Specialist Group)|John Simaika (Odonata Specialist Group)|Michael Samways (University of Stellenbosch)|Jean-Pierre Boudot (IUCN SSC Dragonfly Specialist Group)|Klaas-Douwe Dijkstra (IUCN SSC Dragonfly Specialist Group; Naturalis Biodiversity Center, Leiden, The Netherlands)|Nicolas Meziere","55641431,1119,2946,72305055,13439452,1125"
72305432,158692,Aeshna isoceles,RedListAssessors,"Clausnitzer, V.","Clausnitzer, V.",Viola Clausnitzer (IUCN SSC Dragonfly Red List Authority),1099
72305432,158692,Aeshna isoceles,RedListEvaluators,"Suhling, F., Boudot, J.-P. & Dijkstra, K.-D.B.","Suhling, F., Boudot, J.-P. & Dijkstra, K.-D.B.","Frank Suhling (IUCN SSC Dragonfly Specialist Group)|Jean-Pierre Boudot (IUCN SSC Dragonfly Specialist Group)|Klaas-Douwe Dijkstra (IUCN SSC Dragonfly Specialist Group; Naturalis Biodiversity Center, Leiden, The Netherlands)","1119,13439452,55641431"
72310087,59811,Anax ephippiger,RedListAssessors,"Subramanian, K.A.","Subramanian, K.A.",K.A. Subramanian (ZSI (Eastern Himalayas)),429
72310087,59811,Anax ephippiger,RedListEvaluators,"Dijkstra, K.-D.B., Kipping, J., Samways, M.J., Simaika, J. & Boudot, J.-P.","Dijkstra, K.-D.B., Kipping, J., Samways, M.J., Simaika, J. & Boudot, J.-P.","John Simaika (Odonata Specialist Group)|Michael Samways (University of Stellenbosch)|Jean-Pierre Boudot (IUCN SSC Dragonfly Specialist Group)|Klaas-Douwe Dijkstra (IUCN SSC Dragonfly Specialist Group; Naturalis Biodiversity Center, Leiden, The Netherlands)|Jens Kipping (IUCN SSC Dragonfly Specialist Group; BioCart - Ökologische Gutachten & Studien, Germany)","55641431,55641482,2946,1125,13439452"
72310087,59811,Anax ephippiger,RedListContributors,"Boudot, J.-P., Samraoui, B. & Schneider, W.","Boudot, J.-P., Samraoui, B. & Schneider, W.","B. Samraoui (University of Annaba, Algeria)|Wolfgang Schneider (Senckenberg Research Institute, Germany)|Jean-Pierre Boudot (IUCN SSC Dragonfly Specialist Group)","13439452,2948,3133"
72310087,59811,Anax ephippiger,RedListFacilitators,"","Alomari, K.",Khaldoun Alomari (IUCN Regional Office for West Asia (ROWA)),15279059
72311295,59812,Anax imperator,RedListAssessors,"Mitra, A.","Mitra, A.",Amit Mitra (Sherubtse College (Eastern Himalayas)),395
72311295,59812,Anax imperator,RedListEvaluators,"Boudot, J.-P., Clausnitzer, V., Dijkstra, K.-D.B., Kipping, J., Meziere, N.M., Samways, M.J., Simaika, J. & Suhling, F.","Boudot, J.-P., Clausnitzer, V., Dijkstra, K.-D.B., Kipping, J., Meziere, N.M., Samways, M.J., Simaika, J. & Suhling, F.","Viola Clausnitzer (IUCN SSC Dragonfly Red List Authority)|Frank Suhling (IUCN SSC Dragonfly Specialist Group)|John Simaika (Odonata Specialist Group)|Michael Samways (University of Stellenbosch)|Jean-Pierre Boudot (IUCN SSC Dragonfly Specialist Group)|Klaas-Douwe Dijkstra (IUCN SSC Dragonfly Specialist Group; Naturalis Biodiversity Center, Leiden, The Netherlands)|Jens Kipping (IUCN SSC Dragonfly Specialist Group; BioCart - Ökologische Gutachten & Studien, Germany)|Nicolas Meziere","13439452,1099,55641431,55641482,72305055,2946,1125,1119"
72311295,59812,Anax imperator,RedListContributors,"Boudot, J.-P., Samraoui, B. & Schneider, W.","Boudot, J.-P., Samraoui, B. & Schneider, W.","B. Samraoui (University of Annaba, Algeria)|Wolfgang Schneider (Senckenberg Research Institute, Germany)|Jean-Pierre Boudot (IUCN SSC Dragonfly Specialist Group)","13439452,2948,3133"
72311295,59812,Anax imperator,RedListFacilitators,"","Alomari, K.",Khaldoun Alomari (IUCN Regional Office for West Asia (ROWA)),15279059
72312377,165488,Anax parthenope,RedListAssessors,"Mitra, A. & Clausnitzer, V.","Mitra, A. & Clausnitzer, V.",Amit Mitra (Sherubtse College (Eastern Himalayas))|Viola Clausnitzer (IUCN SSC Dragonfly Red List Authority),"395,1099"
72312377,165488,Anax parthenope,RedListEvaluators,"Boudot, J.-P., Dijkstra, K.-D.B., Kipping, J., Meziere, NM, Samways, M.J., Simaika, J. & Suhling, F.","Boudot, J.-P., Dijkstra, K.-D.B., Kipping, J., Meziere, NM, Samways, M.J., Simaika, J. & Suhling, F.","Frank Suhling (IUCN SSC Dragonfly Specialist Group)|John Simaika (Odonata Specialist Group)|Michael Samways (University of Stellenbosch)|Jean-Pierre Boudot (IUCN SSC Dragonfly Specialist Group)|Klaas-Douwe Dijkstra (IUCN SSC Dragonfly Specialist Group; Naturalis Biodiversity Center, Leiden, The Netherlands)|Jens Kipping (IUCN SSC Dragonfly Specialist Group; BioCart - Ökologische Gutachten & Studien, Germany)|Nicolas Meziere","13439452,55641431,55641482,72305055,2946,1125,1119"
72312377,165488,Anax parthenope,RedListContributors,"Boudot, J.-P., Schneider, W. & Samraoui, B.","Boudot, J.-P., Schneider, W. & Samraoui, B.","B. Samraoui (University of Annaba, Algeria)|Wolfgang Schneider (Senckenberg Research Institute, Germany)|Jean-Pierre Boudot (IUCN SSC Dragonfly Specialist Group)","13439452,3133,2948"
72312377,165488,Anax parthenope,RedListFacilitators,"","Alomari, K.",Khaldoun Alomari (IUCN Regional Office for West Asia (ROWA)),15279059
74249405,16084560,Chorthippus oschei,RedListAssessors,"Hochkirch, A., Szovenyi, G., Zuna-Kratky, T., Vedenina, V., Gomboc, S., Kristin, A., Willemse, L.P.M., Iorgu, I.S., Chobanov, D.P., Lemonnier-Darcemont, M., Ivkovic, S., Pushkar, T., Skejo, J. Skejo & Sirin, D.","Hochkirch, A., Szovenyi, G., Zuna-Kratky, T., Vedenina, V., Gomboc, S., Kristin, A., Willemse, L.P.M., Iorgu, I.S., Chobanov, D.P., Lemonnier-Darcemont, M., Ivkovic, S., Pushkar, T., Skejo, J. Skejo & Sirin, D.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Dragan Chobanov (IUCN SSC Grasshopper Specialist Group)|Deniz Sirin (IUCN SSC Grasshopper Specialist Group)|Anton Kristin|Stanislav Gomboc (IUCN SSC Grasshopper Specialist Group)|Gergely Szovenyi (IUCN SSC Grasshopper Specialist Group)|Josip Skejo (IUCN SSC Grasshopper Specialist Group)|Ionut Iorgu (IUCN SSC Grasshopper Specialist Group)|Slobodan Ivkovic (Grasshopper Specialist Group)|Thomas Zuna-Kratky (The AURING Society)|Michèle Lemonnier-Darcemont|Varvara Vedenina|Taras Pushkar","13179435,44831102,70190646,84836266,44831001,22618308,13985563,44831211,15430829,84521388,69800165,86854243,44831154,16899272"
74249405,16084560,Chorthippus oschei,RedListEvaluators,"Bushell, M. & Cálix, M.","Bushell, M. & Cálix, M.","Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092"
74249405,16084560,Chorthippus oschei,RedListContributors,"Kranz, M.","Kranz, M.","Marco Kranz (Trier University, Germany)",79849881
74249405,16084560,Chorthippus oschei,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
74491942,16084407,Euchorthippus declivus,RedListAssessors,"Hochkirch, A., Willemse, L.P.M., Szovenyi, G., Rutschmann, F., Presa, J.J., Kristin, A., Kleukers, R. & Chobanov, D.P.","Hochkirch, A., Willemse, L.P.M., Szovenyi, G., Rutschmann, F., Presa, J.J., Kristin, A., Kleukers, R. & Chobanov, D.P.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Roy Kleukers (IUCN SSC Grasshopper Specialist Group)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Dragan Chobanov (IUCN SSC Grasshopper Specialist Group)|Anton Kristin|Gergely Szovenyi (IUCN SSC Grasshopper Specialist Group)|Juan José Presa (University of Murcia / IUCN European Orthoptera Assessment)|Florin Rutschmann","13179435,13985563,44831102,89234180,69782476,22618308,13985562,15430829"
74491942,16084407,Euchorthippus declivus,RedListEvaluators,"Bushell, M. & Cálix, M.","Bushell, M. & Cálix, M.","Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092"
74491942,16084407,Euchorthippus declivus,RedListContributors,"Kranz, M.","Kranz, M.","Marco Kranz (Trier University, Germany)",79849881
74491942,16084407,Euchorthippus declivus,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
74495954,16084581,Odontopodisma decipiens,RedListAssessors,"Hochkirch, A., Chobanov, D.P., Kristin, A., Zuna-Kratky, T., Puskas, G., Lemonnier-Darcemont, M., Iorgu, I.S., Buzzetti, F.M., Willemse, L.P.M., Sirin, D., Skejo, J. Skejo, Ivkovic, S., Szovenyi, G. & Vedenina, V.","Hochkirch, A., Chobanov, D.P., Kristin, A., Zuna-Kratky, T., Puskas, G., Lemonnier-Darcemont, M., Iorgu, I.S., Buzzetti, F.M., Willemse, L.P.M., Sirin, D., Skejo, J. Skejo, Ivkovic, S., Szovenyi, G. & Vedenina, V.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Dragan Chobanov (IUCN SSC Grasshopper Specialist Group)|Deniz Sirin (IUCN SSC Grasshopper Specialist Group)|Anton Kristin|Gergely Szovenyi (IUCN SSC Grasshopper Specialist Group)|Josip Skejo (IUCN SSC Grasshopper Specialist Group)|Ionut Iorgu (IUCN SSC Grasshopper Specialist Group)|Filippo Maria Buzzetti (Consultant - IUCN European Orthoptera Assessment)|Slobodan Ivkovic (Grasshopper Specialist Group)|Thomas Zuna-Kratky (The AURING Society)|Gellert Puskas|Michèle Lemonnier-Darcemont|Varvara Vedenina","13179435,15430829,22618308,70190646,71510470,84521388,44831211,69782542,13985563,16899272,44831154,69800165,44831102,84836266"
74495954,16084581,Odontopodisma decipiens,RedListEvaluators,"Bushell, M. & Cálix, M.","Bushell, M. & Cálix, M.","Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092"
74495954,16084581,Odontopodisma decipiens,RedListContributors,"Kranz, M.","Kranz, M.","Marco Kranz (Trier University, Germany)",79849881
74495954,16084581,Odontopodisma decipiens,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
74515247,16084507,Stenobothrus rubicundulus,RedListAssessors,"Hochkirch, A., Willemse, L.P.M., Rutschmann, F., Chobanov, D.P., Kleukers, R., Kristin, A., Presa, J.J. & Szovenyi, G.","Hochkirch, A., Willemse, L.P.M., Rutschmann, F., Chobanov, D.P., Kleukers, R., Kristin, A., Presa, J.J. & Szovenyi, G.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Roy Kleukers (IUCN SSC Grasshopper Specialist Group)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Dragan Chobanov (IUCN SSC Grasshopper Specialist Group)|Anton Kristin|Gergely Szovenyi (IUCN SSC Grasshopper Specialist Group)|Juan José Presa (University of Murcia / IUCN European Orthoptera Assessment)|Florin Rutschmann","13179435,13985563,89234180,15430829,13985562,22618308,69782476,44831102"
74515247,16084507,Stenobothrus rubicundulus,RedListEvaluators,"Bushell, M. & Cálix, M.","Bushell, M. & Cálix, M.","Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092"
74515247,16084507,Stenobothrus rubicundulus,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
74515247,16084507,Stenobothrus rubicundulus,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
74521769,68446520,Paramogoplistes novaki,RedListAssessors,"Hochkirch, A., Skejo, J. Skejo, Willemse, L.P.M., Rutschmann, F., Chobanov, D.P., Kleukers, R., Kristin, A., Presa, J.J. & Szovenyi, G.","Hochkirch, A., Skejo, J. Skejo, Willemse, L.P.M., Rutschmann, F., Chobanov, D.P., Kleukers, R., Kristin, A., Presa, J.J. & Szovenyi, G.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Roy Kleukers (IUCN SSC Grasshopper Specialist Group)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Dragan Chobanov (IUCN SSC Grasshopper Specialist Group)|Anton Kristin|Gergely Szovenyi (IUCN SSC Grasshopper Specialist Group)|Josip Skejo (IUCN SSC Grasshopper Specialist Group)|Juan José Presa (University of Murcia / IUCN European Orthoptera Assessment)|Florin Rutschmann","13179435,44831154,13985563,89234180,15430829,13985562,22618308,69782476,44831102"
74521769,68446520,Paramogoplistes novaki,RedListEvaluators,"Bushell, M. & Cálix, M.","Bushell, M. & Cálix, M.","Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092"
74521769,68446520,Paramogoplistes novaki,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
74521769,68446520,Paramogoplistes novaki,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
74525015,44710118,Andreiniimon nuptialis,RedListAssessors,"Hochkirch, A., Ivkovic, S., Puskas, G., Lemonnier-Darcemont, M., Chobanov, D.P., Willemse, L.P.M., Rutschmann, F., Kleukers, R., Kristin, A., Presa, J.J. & Szovenyi, G.","Hochkirch, A., Ivkovic, S., Puskas, G., Lemonnier-Darcemont, M., Chobanov, D.P., Willemse, L.P.M., Rutschmann, F., Kleukers, R., Kristin, A., Presa, J.J. & Szovenyi, G.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Roy Kleukers (IUCN SSC Grasshopper Specialist Group)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Dragan Chobanov (IUCN SSC Grasshopper Specialist Group)|Anton Kristin|Gergely Szovenyi (IUCN SSC Grasshopper Specialist Group)|Juan José Presa (University of Murcia / IUCN European Orthoptera Assessment)|Slobodan Ivkovic (Grasshopper Specialist Group)|Gellert Puskas|Michèle Lemonnier-Darcemont|Florin Rutschmann","13179435,69800165,71510470,84521388,15430829,13985563,89234180,13985562,22618308,69782476,44831102"
74525015,44710118,Andreiniimon nuptialis,RedListEvaluators,"Bushell, M. & Cálix, M.","Bushell, M. & Cálix, M.","Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092"
74525015,44710118,Andreiniimon nuptialis,RedListContributors,"Kranz, M.","Kranz, M.","Marco Kranz (Trier University, Germany)",79849881
74525015,44710118,Andreiniimon nuptialis,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
