assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
43510530,19198891,Andrena muscaria,Data Deficient,,2015,2014-09-24 00:00:00 UTC,3.1,English,"<p>Listed        as Data          Deficient     as      there  is little or no    information    available on the population   size,            trends, habitats and threats. Future         research may show         that <em>A. muscaria&#160;</em>requires listing as a threatened species.</p><p><em><span lang=""ES-TRAD""></em></p>","<p><em>Andrena muscaria </em>is presumed to occupy phryganic Mediterranean shrublands. The species flies from the end of January to mid-March. Voeth (1989) reports that females of <em>Andrena muscaria</em> were observed visiting <em>Ophrys aesculepii </em>(Orchidaceae), presumably in the early Spring in Greece. It is oligolectic on early flowering Liliaceae, and females collect pollen predominantly on&#160;<em>Muscari commutatum&#160;</em><span class=""GramE"">Guss.,&#160;and&#160;to a far lesser extent on&#160;<em>Gagea peduncularis</em>&#160;Pascher. At&#160;the end of the flight season, they visit <em>Ornithogalum umbellatum</em>&#160;L. Females take nectar for self-provisioning on&#160;<em>Euphorbia apios</em>&#160;L. (Standfuss&#160;and&#160;Standfuss 2009<span lang=""EN-US"">).</span></p>","<em>Andrena muscaria</em> is only known from a small area, but the specific threats to this species remain unknown. However, given          the nature of the  Mediterranean dwarf shrub communities  it is     presumed  to      inhabit, inappropriate grazing regimes and an increased       incidence   of    fires&#160;may have a negative impact on the species.<em><br/></em>","There is no information available on the population size and trend of this species. However, there are very few records and so the    species is assumed to be rare within its very restricted range.",Unknown,"<em>Andrena muscaria</em> is endemic to continental Greece, from where it has been rarely recorded.",The species is not traded or exploited commercially.,Terrestrial,"The species is not listed on any National Red Lists or Red Data Books                                    and is not the subject of any targeted            conservation         action.&#160;It          is not known if it  is    found        in any   protected        areas.        Further         research   is        required to    establish the       details  of  the            population        size, trends, habitats and threats to the species.",Palearctic,,false,false,Global & Europe
43510570,19199467,Andrena neovirida,Data Deficient,,2015,2014-09-24 00:00:00 UTC,3.1,English,"<p>Listed         as Data          Deficient     as      there  is little or no     information    available on            population   size,             trends and threats,   and   further          information is       necessary  on       both  the       habitat and           ecological       requirements.   Future         research may show         that <em>A. neovirida&#160;</em>requires listing as a threatened species.</p><p><em><span lang=""ES-TRAD""></em></p>","The species is presumed to occupy phryganic  Mediterranean shrublands. Details of the nesting biology and pollen  requirements seem to be unknown.<em> Andrena neovirida</em>&#160;flies during March and April (Grace 2010). The floral records of the species include&#160;<em>Veronica chamaedrys</em>&#160;(Standfuss<em> et al.</em> 2011). It may be oligolectic on&#160;<em>Veronica</em>&#160;like its close relative&#160;<em>A. viridescens</em>; as in fact, <em>A. neovirida</em>&#160;and&#160;<em>A. viridescens</em>&#160;have both been collected together on&#160;<em>Veronica chamaedrys</em>&#160;in Thessalia, Greece (E. Scheuchl pers. comm. 2014).","The specific threats to this species remain unknown. However, given            the nature of the Mediterranean dwarf shrub communities  it is&#160;presumed    to     inhabit, inappropriate grazing   regimes and an increased       incidence  of    fires&#160;may have a   negative impact on the species.",There is no information available on the population size and trend of this species.,Unknown,<em>Andrena neovirida</em>&#160;is endemic to mainland Greece (Gusenleitner and Schwarz 2002).,The species is not traded or exploited commercially.,Terrestrial,"The species is not listed on any National Red Lists or Red Data Books                                       and is not the subject of any  targeted              conservation         action.&#160;It          is not  known if   it  is    found        in any   protected        areas.         Further           research   is        required to    establish the         details   of  the            population        size, trends and threats, in           addition to   developing    a            fuller      understanding  of         the         ecological      requirements   of     the     species.",Palearctic,,false,false,Global & Europe
43959301,157814,Anaglyptus luteofasciatus,Endangered,B1ab(iii)+2ab(iii),2016,2015-12-01 00:00:00 UTC,3.1,English,"<em>Anaglyptus luteofasciatus</em> is endemic to&#160;southern Greece (Peloponnesus). This species is assessed as&#160;Endangered since it is very rare throughout its range with only a few known localities, it has an extent of occurrence (EOO) of 650 km² and an area of occupancy (AOO) of 12 km². In addition, the population is severely fragmented and there is an ongoing decline in the quality of its habitat, which is threatened by forest exploitation, the removal of veteran trees and dead wood. This species is also a predator that can be affected by the decline of its prey. Evaluation of the distribution of this species and the number of subpopulations is needed. Maintenance of natural/semi-natural forests in the region is recommended.<br/><br/><br/><span lang=""EN-GB""><p></p>","<p>This is an obligate saproxylic species. It is suggested that the species develops in the dead wood of <span style=""font-style: italic;"">Abies</span>&#160;spp. and visits flowering shrubs for feeding, especially hawthorn <span style=""font-style: italic;"">Crataegus</span>&#160;spp. (G. Novak pers. comm. 2009). There is an ongoing decline in the quality of its habitat, which is threatened by forest exploitation, the removal of veteran trees and dead wood.</p>","<p>    </p><p>    </p><p>There appear to be no specific major threats to this species. However, it can be affected by forest fires, urbanization and local land use changes, and these are all impinging on its habitats.<br/></p>  <p></p>  <p></p>","<p>There is little information available on the abundance of this species. There are two subpopulations; the subpopulation in the Kalavryta area is small but stable. The trend of the northern subpopulation of Vitina (Arcadia) is unclear, but is presumably declining (J. Schmidl pers. comm. 2009). The population is severely fragmented since the subpopulations are small and isolated and may go extinct with a reduced probability of recolonisation. The overall population trend in unknown.</p>",Unknown,"This species is endemic to southern Greece (Peloponnesus) (Bense 1995). It is distributed in the northern and central part of Peloponnesus: Kalavryta environment, Vitina/Menalo Oros environment, and Parnon Oros between Tripoli and Sparti (Hrbek 2007). This species' extent of occurrence (EOO) is 650 km² and its area of occupancy (AOO) is 12 km².","Saproxylic Coleoptera tend to be popular with beetle collectors although trade is rarely an issue, the only exceptions being a few larger species of more dramatic form or colour. This species is not utilized.",Terrestrial,"<p>    </p><p>    </p><p>There appear to be no direct conservation measures in place for this species, and it is not present in any protected areas. Evaluation of the distribution of this species and the number of subpopulations is needed.&#160;Maintenance of natural/semi-natural forests in the region is recommended.</p>  <p></p>  <p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
43959900,157893,Anaglyptus praecellens,Endangered,"B1ab(iii,v)+2ab(iii,v)",2016,2015-12-01 00:00:00 UTC,3.1,English,"<p>    </p><em>Anaglyptus praecellens</em>&#160;is endemic to Crete, Greece. This species is assessed as Endangered since it has a restricted geographic range (extent of occurrence (EOO) is 700 km², area of occupancy (AOO) is 50 km²), it occurs in less than five locations, and there is a continuing decline in the extent and quality of the habitat as a result of the felling of host trees and bushes, the use of insecticides and wood extraction. Research &#160;is needed into the population size and trend, and into the threats to this species. Maintenance of natural/semi-natural forests in the region is recommended.<p></p>  <p></p>","<p>This is an obligate saproxylic species, which lives in broad-leaved forest, and is associated with Kermes Oak <span style=""font-style: italic;"">Quercus coccifera</span>, <span style=""font-style: italic;"">Berberis cretica</span>, and <span style=""font-style: italic;"">Crataegus</span>&#160;sp. (presumably <span style=""font-style: italic;"">orientalis</span>). It prefers open forests and visits flowering shrubs for feeding (Bense 1995, Hoskovec and Rejzek 2014). The quality and extent of the habitat are declining as a result of the felling of host trees and bushes, the use of insecticides and wood extraction.&#160;</p>","<p>    </p><p>Felling of the host trees and bushes, and use of insecticides (against <span style=""font-style: italic;"">Lymantria</span> moths) appear to be the major threats to this species. Wood extraction is also a threat. Taking into account the extent of the effects of the threats and the distribution of this species, it is estimated to occur at less than five locations.&#160;</p>  <p></p>",<p>There is little information available on the abundance of this species. There are at least three subpopulations; in the subpopulation of Omalos (northern slopes of Mt Lefka Ori) the host plant of this species is abundant but the species is rare or rarely found. The subpopulation in Anopolis (southern slopes of Mt Lefka Ori) is small. The overall population trend is assumed to be decreasing.<br/></p>,Decreasing,"This species is endemic to Crete, Greece (Bense 1995), its EOO is 700 km² and its AOO is 50 km².","Saproxylic Coleoptera tend to be popular with beetle collectors although trade is rarely an issue, the only exceptions being a few larger species of more dramatic form or colour. This species is not utilized.",Terrestrial,"<p>There are no direct conservation measures in place for this species, but it is present in at least one protected area. Research &#160;is needed into the population size and trend, and into the threats to this species.&#160;Maintenance of natural/semi-natural forests in the region is recommended.</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
43996816,157864,Isotomus jarmilae,Endangered,B1ab(iii)+2ab(iii),2016,2015-12-01 00:00:00 UTC,3.1,English,"<p>    </p>  <p><em>Isotomus jarmilae</em> is&#160;endemic to Cyprus, and is found on the western part of the island. This species is assessed as Endangered since it has a restricted geographic range (extent of occurrence (EOO) is 916 km², area of occupancy (AOO) is 24 km²), it occurs at less than five locations, and there is a continuing decline in the extent and quality of its habitat due to deforestation and loss of oaks. Charcoal production and grazing by goats are also threats to this saproxylic beetle. Further research into the population size and trend is recommended.&#160;</p><span lang=""EN-GB""> <p></p>    <p></p>","<p>This is an obligate saproxylic species which lives is <span style=""font-style: italic;"">Quercus coccifera</span> (Kermes oak), developing in the deadwood of stumps and trunks. The habitat of this species is undergoing a continuing decline as a result of deforestation.&#160;<br/></p>","<p>Deforestation of oaks is a major threat to this species. Taking into account the likely extent of the effects of deforestation and the distribution of this species, it is considered to occur at less than five locations. Charcoal production and grazing by goats are also threats to this saproxylic beetle.</p>","<p>There is little available information on the abundance of this species, but it is considered to be rare. The population trend is unknown.<br/></p>",Unknown,"This species is endemic to Crete (Bense 1995), and it is found in the western part of island (Schedl 2013). The species was described from Omalos, and it has been further recorded from Agia Irini, Strovles, Ammoudari, Meronas (Sláma and Slámová 1996) and more recently from Temenia (M. Egger 2002 in coll. W. Schedl 2006). Its EOO is 916 km² and the AOO is 24 km².",This species is not utilized.,Terrestrial,"<p>There are no specific conservation measures in place for this species, but part of the population occurs in a protected area. Further research into the population size and trend is recommended.<br/></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
44113885,157668,Ampedus karneri,Data Deficient,,2017,2015-12-02 00:00:00 UTC,3.1,English,"<p><span lang=""EN-US"">This species is listed as Data Deficient in view of the absence of information on its extent of occurrence, natural history, ecology, threats and conservation status.</p><p></p>",This is an obligate saproxylic species. It lives in the decaying wood of large forest trees.,"<p>    </p><p>The main overall threat to this species is likely to be degradation or loss of habitat quality. This involves structural changes in the tree populations arising from changing land use – affecting age structures and tree density. Exploitation from forestry is often a key immediate issue, although long-term changes towards canopy closure and loss of ancient trees as a result of non- or minimum-intervention management systems, which all too often exclude grazing by large herbivores, can be equally damaging. Fragmentation and increasing isolation of beetle populations are also key factors.</p>  <p></p>",<p>There is little information available on the abundance of this species. <br/></p>,Unknown,"This species is endemic to Greece and has been recorded in Taygetos in the Peloponnese peninsula (Cate 2007, Schimmel 1996).",This species is not utilised.,Terrestrial,"<p>    </p><p>There are no direct conservation measures in place for this species. The species is present in one protected area. Additional studies are needed about the distribution, abundance, general ecology and threats to this little known species, to address its conservation management needs.</p>  <p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
44114151,157643,Ampedus macedonicus,Data Deficient,,2017,2015-12-01 00:00:00 UTC,3.1,English,"<p>    </p><p></p><p><span lang=""EN-US"">This species is listed as Data Deficient in view of the absence of sufficient information on its extent of occurrence, population size and trend, natural history, threats and conservation status.</p>  <p></p>  <p></p>","This is an obligate saproxylic species, but no details of its habitat requirements are available.","<p>    </p><p>The main overall threat to this species is likely to be degradation or loss of habitat quality, involving structural changes in the tree populations arising from changing land use – affecting age structures and tree density.&#160;</p>  <p></p>",<p>There is little information available on the abundance of this species. <br/></p>,Unknown,"This species is only found in Greece. <span lang=""EN-US"">No other specimens are known other <span lang=""EN-US"">than those referred to in the original description, which correspond to two Greek localities: <span lang=""EN-US"">Mount Olympos in the region of Macedonia and Mount Smolikas in the region of Ipiros, at altitudes from 700 m to 1100 m (Cate 2007, Schimmel 1996).&#160;</span>","Saproxylic Coleoptera tend to be popular with beetle collectors although trade is rarely an issue, the only exceptions being a few larger species of more dramatic form or colour.",Terrestrial,<p>There is no information available about conservation actions for this species. It is not known if the species is present in any protected areas.</p>,Palearctic,,false,false,"Global, Europe & Mediterranean"
44114577,157495,Ampedus minos,Data Deficient,,2017,2015-12-02 00:00:00 UTC,3.1,English,"<p>  </p>  <p>    </p>  <p><span lang=""EN-US"">The species is listed as Data Deficient in view of the absence of sufficient information on its extent of occurrence, natural history, population size and trend, threats and conservation status.</p>  <p></p>","This is an obligated saproxylic species. One specimen was found in a rotten <span style=""font-style: italic;"">Crataegus</span> stump (P. Cate pers. comm. 2009).","<p>    </p><p>The main overall threat to this species is likely to be degradation or loss of habitat quality, involving structural changes in the tree populations arising from changing land use – affecting age structures and tree density.&#160;</p>  <p></p>",<p>There is no information available on the abundance of this species.</p>,Unknown,"This species is only found in the Greek Mediterranean island of Crete (Wurst 1997).&#160;Two specimens have been collected from different localities&#160;(Cate coll., Vienna).","Saproxylic Coleoptera tend to be popular with beetle collectors although trade is rarely an issue, the only exceptions being a few larger species of more dramatic form or colour.",Terrestrial,<p>There is no information available about threats to this species.   It is not known if the species is present in any protected areas. </p>,Palearctic,,false,false,"Global, Europe & Mediterranean"
44149210,157759,Procraerus cretensis,Data Deficient,,2017,2015-12-01 00:00:00 UTC,3.1,English,"<p><span lang=""EN-US"">This species is listed as Data Deficient in view of the absence of recent information about its population size, threats and ecological requirements.</p><p></p>","This is an obligate saproxylic species, although no information is available about its habitat requirements.",<p>There is no information available regarding specific threats to this species.&#160;</p>,<p>There is little information available about the abundance of this species.</p>,Unknown,This species is only found on Crete in Greece (Platia and Gudenzi 1996).,There is no information available on use or trade for this species.,Terrestrial,"<p><span lang=""EN-US"">It is unknown whether this species occurs in protected areas. Further research on the ecology, population size, life history and potential threats to this species is necessary in order to identify possible conservation needs.</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
45462306,45462302,Eupholidoptera cephalonica,Near Threatened,,2016,2015-04-06 00:00:00 UTC,3.1,English,"The Ionian Marbled Bush-cricket (<em>Eupholidoptera cephalonica</em>) is endemic to Greece, and is only known from the Ionian Island of Cephalonia. This species is assessed as Near Threatened since it&#160;has a restricted geographic range (extent of occurrence (EOO) is&#160;<em>ca</em>&#160;1,080 km²), and there is an inferred continuing decline in&#160;the number of mature individuals&#160;as well as in the extent and quality of its habitat, due to bushfires - thus making it close to qualifying for listing in a threatened category under criterion B. However, this species is common, widespread and found in a wide variety of habitats.&#160;Further research into the population size and trend, ecology and into the threats to this species is required.","No information is available about the habitat and ecology of this particular species. Marbled Bush-cricket species are known to live on all kinds of shrubs, varying from very small thorny shrublets and blackberry bushes, to tall bushes found in maquis vegetation. This species is found in gardens, grasslands, thistles and shrublands.","Given that this species occurs in various (semi) dry habitats across the island, it will &#160;surely be&#160;affected by bushfires like the ones that occurred on Cephalonia in 2007.","There is no available information on the population size and the population trend. This species is common, widespread and found in a wide variety of habitats. Its population trend is presumed to be decreasing as a consequence of the increasing frequency of wildfires.",Decreasing,"The Ionian Marbled Bush-cricket is endemic to Greece, and is only known from the Ionian island of Cephalonia (Willemse and Willemse 2004), where it is widespread. This species' maximum extent of occurrence (EOO) is <em>ca</em> 1,080 km².",The species is not utilized.,Terrestrial,"No conservation actions are in place for this species, but it is known to occur in protected areas. Further research into the population size and trend, ecology and into the threats to this species is required.<p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
45462379,45462354,Eupholidoptera epirotica,Least Concern,,2016,2015-04-06 00:00:00 UTC,3.1,English,"The Epirus Marbled Bush-cricket <em>(Eupholidoptera epirotica</em>) is endemic to Greece, where it is only found in a relatively small area in the southwestern part of the Greek mainland, east from the island of Lefkada. This species is assessed as Least Concern <a name=""OLE_LINK7""><span lang=""EN-US"">since even though</a><span lang=""EN-US"">&#160;its extent of occurrence (EOO) is only&#160;<em>ca</em> 260 km², this species is common and is present in a variety of habitats<span lang=""EN-US"">.&#160;Further research into the population size and trend, and into the threats to this species is required.</span>","This species is present in many types of habitats, including coarse herbage, bramble thickets, prickly bushes, shrubby areas, sometimes poor vegetation consisting mainly of <em>Quercus coccifera</em>. At one site (in the surroundings of the village of Thirion, Mt. Akarnanika) this species was abundant and specimens were found on the asphalt road, feeding on traffic victims of their own species (July 1986 and 1987). Visiting this spot many years later (July 2000), the situation was very similar (Willemse and Willemse 2004). This species is known to occur at altitudes of 10-1,450 m Asl.","The major threat to this species is the occurrence of wildfires. While there is overgrazing in the area, this is unlikely to affect this species given its presence in a variety of habitats.",<p>There is no available information on the population size and the population trend.</p>,Unknown,"The Epirus Marbled Bush-cricket is endemic to Greece, where it is only found in a relatively small area in the southwestern part of the Greek mainland, east from the island of Lefkada (Willemse and Willemse 2004). This species' extent of occurrence (EOO) is <em>ca</em> 260 km²<sup></sup>.",The species is not utilized.,Terrestrial,"<p>No conservation measures are in place for this species, and it is not found in any protected areas. Further research into the population size and trend, and into the threats to this species is required.</p><p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
45462578,45462525,Eupholidoptera leucasi,Vulnerable,D2,2016,2015-04-08 00:00:00 UTC,3.1,English,"The Lefkas Marbled Bush-cricket (<em>Eupholidoptera leucasi</em>) is endemic to Greece, and is only known from the Ionian Island of Lefkada. This species is assessed as Vulnerable since it occurs at only five locations, and bushfires&#160;could drive the species to become Critically Endangered or Extinct in the near future.&#160;Further research is needed into the population size and trend, as well as into the ecology of this species.&#160;Proper fire management is needed to preserve this species.","This species was found along the road in <em>Rubus </em>spp<em>., Cirsium </em>spp<em>.</em> and other prickly shrubs (Willemse 1980).","This species may be threatened by bushfires.&#160;Taking into account&#160;the extent of the effects of bushfires and the distribution of the species, it is considered to occur at five locations.",<p>There is no available information on the population size and the population trend.</p>,Unknown,"The Lefkas Marbled Bush-cricket is endemic to Greece, and is only known from the Ionian island of Lefkada (Willemse 1980, Willemse and Willemse 2004). This species' extent of occurrence (EOO) is <em>ca</em> 370 km².",The species is not utilized.,Terrestrial,"<p>No conservation measures for this species are in place, and it is not found in any protected areas. Further research into the population size and trend, as well as into its ecology is required. Proper fire management is needed to preserve this species. <br/></p><p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
45462686,45462624,Eupholidoptera megastyla,Least Concern,,2016,2015-04-10 00:00:00 UTC,3.1,English,"The Greek Marbled Bush-cricket (<em>Eupholidoptera megastyla</em>) is endemic to Greece, where it is widespread across the mainland including the Peloponnesus, Ionian and western Aegean islands. This species is assessed as Least Concern since it has a large geographic range (extent of occurrence (EOO) is&#160;<em>ca</em>&#160;90,000 km²) and the overall population size is presumed to be large.&#160;Further research into the population size and trend is required.","This species is found in a wide variety of habitats from sea level up to high altitudes in the mountains (5-1,700 m Asl). It lives in and around bushes and shrubs, but these may vary according to the site. At low altitudes, for instance, it may be blackberry (<em>Rubus</em> spp<em>.</em>) bushes, at higher altitudes <em>Juniperus </em>species.",The species is likely to be locally affected by wildfires.,<p>There is no available data on the population size and the population trend.</p>,Unknown,"The Greek Marbled Bush-cricket is endemic to Greece, where it is widespread across the mainland including the Peloponnesus, Ionian and western Aegean islands (Willemse 1984, Willemse and Willemse 2004). This species' extent of occurrence (EOO) is <em>ca</em> 90,000 km²<sup></sup>.",The species is not utilized.,Terrestrial,"<p>There are no specific conservation measures in place for this species, but it is found in protected areas. Further research into the population size and trend is required.</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
45463162,45463146,Eupholidoptera uvarovi,Near Threatened,,2016,2015-04-11 00:00:00 UTC,3.1,English,"The Uvarov's Marbled Bush-cricket (<em>Eupholidoptera uvarovi</em>)&#160;is endemic to Greece and is only known from the Aegean Islands of Karpathos and Kasos. This species is assessed as Near Threatened since it has a restricted geographic range (maximum extent of occurrence (EOO) is 1,080 km², maximum area of occupancy (AOO) is 395 km²), and even though the species is locally abundant, there is an inferred continuing decline in the number of mature individuals as well as in the extent and quality of its habitat, due to the increasing wildfire frequency -&#160;thus making the species close to qualifying for a threatened category under criterion B.&#160;Further research is needed on this species, particularly into the population size and trend, its ecology and threats.","No specific information is available on the habitat and ecology of this particular species, although it is found in some mountainous habitats throughout its range. Marbled Bush-cricket species are known to live on and inside all kinds of shrubs, varying from very small thorny shrublets and blackberry bushes, to tall bushes found in maquis vegetation.","Large wildfires occurred on Karpathos in 2004, 2008 and 2010, and this species is likely to be threatened by wildfires such as these.","<p>There is no available information on the population size and trend. This species is not common, but is easy to find and widespread on the island of Karpathos. However, a continuing decline in the extent and quality of habitat as well as the number of mature individuals is inferred from the increasing wildfire frequency.&#160;<br/></p>",Decreasing,"The Uvarov's Marbled Bush-cricket is endemic to Greece and is only known from the Aegean Islands of Karpathos and Kasos (Willemse 1984, Ciplak<em> et al. </em>2009, Massa 2010). This species' maximum extent of occurrence (EOO) is 1,080 km², and its maximum area of occupancy (AOO) is&#160;395 km².",The species is not utilized.,Terrestrial,"<p>No conservation measures are in place for this species, but it occurs in at least one protected area. Further research is needed on this species, particularly into the population size and trend, its ecology and threats.</p><p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
45463215,45463212,Eupholidoptera forcipata,Vulnerable,D2,2016,2015-04-06 00:00:00 UTC,3.1,English,"The Idi Marbled Bush-cricket (<em>Eupholidoptera forcipata</em>)&#160;is endemic to Greece, and is only known to occur on higher altitudes on Mt. Idi in central Crete.&#160;This species is assessed as Vulnerable since it has a very restricted geographic range (area of occupancy is&#160;<em>ca</em>&#160;12 km²), it occurs at less than five locations and overgrazing or bushfires&#160;could drive the species to become Critically Endangered or Extinct in the near future. Further research into the population size and trend, as well as into the threats to this species is required. In addition, proper management of the fire and grazing regimes in the area is needed to prevent future population declines.","According to the original description, this species is found at higher altitudes (1,700-2,100 m Asl) on Mt. Idi (like the Kolita plateau), where it lives rather hidden in low, dense, prickly bushes such as<em>&#160;Astragalus</em> spp. and is found together with <em>Poecilimon cretensis</em> and <em>Platycleis grisea cretica&#160;</em>(Willemse and Kruseman 1976).","This species lives in an area which is grazed by livestock (sheep), and this is considered a threat. However, the effects of this threat on the species still need to be assessed, as this bush-cricket is known to hide in small, dense prickly bushes which are hardly touched by the sheep. This species is also threatened by the increasing number of bushfires.&#160;Taking into account&#160;the extent of the effects of grazing and bushfires, and the distribution of the species, it is considered to occur at less than five locations.&#160;<p></p>",<p>There is no available information on the population size and the population trend.</p>,Unknown,"The Idi Marbled Bush-cricket is endemic to Greece, and is only known to occur on higher altitudes on Mt. Idi in central Crete (Willemse and Kruseman 1976, Ciplak <em>et al</em>. 2009). This species' area of occupancy (AOO) and extent of occurrence (EOO) are both <em>ca</em> 12 km².",The species is not utilized.,Terrestrial,"<p>Mount Idi is protected as a Natura 2000 reserve (Oros Idi).&#160;Further research into the population size and trend, as well as into the threats to this species is required. In addition, proper management of the fire and grazing regimes in the area is needed to prevent future population declines.<br/></p><p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
45463226,45463223,Eupholidoptera icariensis,Vulnerable,D2,2016,2015-04-06 00:00:00 UTC,3.1,English,"The Ikaria Marbled Bush-cricket (<em>Eupholidoptera icariensis</em>) is endemic to Greece, and is only found on the east Aegean island of Ikaria. This species is assessed as Vulnerable since it occurs at only two or three locations, and bushfires&#160;could drive the species to become Critically Endangered or Extinct in the near future. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper fire management is needed to avoid any future declines in the population.&#160;<p></p><p>&#160;</p>",No information is available about the habitat and ecology of this particular species. Marbled Bush-cricket species are known to live on all kinds of shrubs varying from very small thorny shrublets and blackberry bushes to tall bushes found in Maquis vegetation (e.g.&#160;<em>Quercus </em>spp.).,"Bushfires are a potential threat to the habitat of the species.&#160;Taking into account&#160;the extent of the effects of bushfires and the distribution of the species, it is considered to occur at two or three locations.",<p>There is no available information on the population size and the population trend.&#160;</p>,Unknown,"The Ikaria Marbled Bush-cricket is endemic to Greece, and is only found on the east Aegean island of Ikaria (Willemse 1980). This species' extent of occurrence (EOO) is <em>ca</em> 310 km².",The species is not utilized.,Terrestrial,"<p>No conservation action for this species are in place, but it is likely to occur in protected areas. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper fire management is needed to avoid any future declines in the population.&#160;<br/></p><p></p><p>&#160;</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
45463236,45463233,Eupholidoptera jacquelinae,Vulnerable,D2,2016,2015-04-07 00:00:00 UTC,3.1,English,"The Jacqueline's Marbled Bush-cricket (<em>Eupholidoptera jacquelinae</em>) is endemic to Greece, and is only known from the islet of Gavdos, south of Crete. This species is assessed as Vulnerable since it has a restricted geographic range (area of occupancy (AOO) 8-32 km²), and a single threatening event such as a wildfire&#160;could drive the species to become Critically Endangered or Extinct in the near future. Further research into the population size and trend of this species is required, and proper fire management is needed to avoid any future declines in the population.","This species' habitat consists of rocky ground with sparse vegetation of low trees (<em>Pinus brutia</em>), thorny shrubs and smaller plants, all specialized in surviving the dry, hot summers of Gavdos. On Gavdos, all specimens of this species were collected only from bushes of <em>Erica verticillata</em> and not from<em> Sarcopoterium spinosum</em>, the plant in which Marbled Bush-crickets are found on Crete (Tilmans 2002).",This species may be affected by wildfires.,<p>There is no available information on the population size and the population trend.</p>,Unknown,"The Jacqueline's Marbled Bush-cricket is endemic to Greece, and is only known from the islet of Gavdos, south of Crete (Tilmans 2002). This species' extent of occurrence (EOO) is <em>ca</em> 40 km², and its known area of occupancy is 4 km² with a maximum estimate of 32 km² (i.e. the complete surface area of Gavdos).",The species is not utilized.,Terrestrial,"<p>No conservation measures are in place for this species &#160;but it occurs in at least one protected area. Further research into the population size and trend of this species is required, and proper fire management is needed to avoid any future declines in the population.<br/></p><p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
45463253,45463250,Eupholidoptera kykladica,Least Concern,,2016,2015-04-08 00:00:00 UTC,3.1,English,"The Cyclades Marbled Bush-cricket (<em>Eupholidoptera kykladica</em>) is endemic to Greece, where it is found on the Cyclades islands of Andros, Tinos and Kea (Tzia).&#160;This species is assessed as Least Concern since it is locally abundant in some areas, and the overall population size is presumably large. However, wildfires represent a potential future threat to this species, and further research is needed, particularly into the population size and trend, its ecology and threats.","On Andros, the species was found in two different habitats; in lush bushes (e.g. <em>Rubus </em>spp.) near a small spring and on dry, treeless hill slopes with ferns, <em>Thymus</em>&#160;spp., <em>Cistus </em>spp. and various thorny bushes (e.g. <em>Genista </em>spp.). On Tinos, a subpopulation was found along the road with lush vegetation (e.g. <em>Rubus</em> spp.), while on Kea they were collected below a hill top with scattered oak trees with an undergrowth mainly consisting of two species of <em>Cistus</em>&#160;(Ciplak<em> et al</em>. 2009). Because the species apparently only occurs where there is lush vegetation it may be very local on Tinos and Kea where lush vegetation is less common and probably more widespread on Andros.",Wildfires represent a potential future threat to this species.,"<p>There is no available information on the population size and the population trend, given that this species is not easy to find. It is locally abundant in some areas.</p>",Unknown,"The Cyclades Marbled Bush-cricket is endemic to Greece, where it is found on the Cyclades Islands of Andros, Tinos and Kea (Tzia) (Ciplak <em>et al. </em>2009). This species' extent of occurrence (EOO) is <em>ca </em>1,300 km², and the area of occupancy (AOO) is between 24-200 km². This species is known from six localities.",The species is not utilized.,Terrestrial,"<p>No conservation measures &#160;are in place for this species, but it is known to occur in protected areas. Further research is needed on this species, particularly into the population size and trend, its ecology and threats.</p><p></p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
